basename,institution,sample_id,quality,concern_level,reason,wsi_width,wsi_height,total_patches,num_contours,contour_coverage,patch_coverage,bbox_coverage,patch_density_in_contour,patches_per_megapixel,full_bbox,wsi_total_pixels,patch_pixels
PIT_01_08344_01.tiff,PIT_01,08344,GOOD,0,Normal segmentation pattern,27914,13323,229,4,13.773335275585158,16.141775477485343,22.16969593363638,117.1958364078926,0.6157598677629602,False,371898222,60030976
PIT_01_06588_02.tiff,PIT_01,06588,GOOD,0,Normal segmentation pattern,33895,25458,240,2,5.585628970142053,7.291069587745799,27.15791239091958,130.53265132217285,0.278132232198555,False,862898910,62914560
PIT_01_01549_01.tiff,PIT_01,01549,GOOD,0,Normal segmentation pattern,45858,13167,287,4,9.269197612848838,12.46005252698684,25.1797723440162,134.4242840363537,0.47531328304240567,False,603812286,75235328
PIT_01_01703_01.tiff,PIT_01,01703,GOOD,0,Normal segmentation pattern,27914,12089,384,3,24.628976501470227,29.830373738163313,42.74454888513355,121.11901497970324,1.137938451315434,False,337452346,100663296
PIT_01_02947_01.tiff,PIT_01,02947,GOOD,0,Normal segmentation pattern,41871,30734,431,8,6.779987202277179,8.779803011775034,15.374672185269864,129.49586407517376,0.3349229054174436,False,1286863314,112984064
PIT_01_01840_01.tiff,PIT_01,01840,GOOD,0,Normal segmentation pattern,17944,19757,309,3,19.22150494987572,22.848523515235296,50.81994956961591,118.86958682380917,0.871602001771366,False,354519608,81002496
PIT_01_07152_01.tiff,PIT_01,07152,GOOD,0,Normal segmentation pattern,57822,32636,775,8,8.407122303136985,10.76593096490059,25.97802545809121,128.05726593133363,0.41068767413713797,False,1887078792,203161600
PIT_01_07318_01.tiff,PIT_01,07318,GOOD,0,Normal segmentation pattern,61809,24336,510,4,6.60566673531785,8.888105154892292,43.971175493773956,134.55273344886078,0.3390543043095509,False,1504183824,133693440
PIT_01_10550_01.tiff,PIT_01,10550,GOOD,0,Normal segmentation pattern,29907,27745,892,5,24.00735781252272,28.18040280007086,54.9708494723744,117.38235844250798,1.074997055056414,False,829769715,233832448
PIT_01_03417_01.tiff,PIT_01,03417,GOOD,0,Normal segmentation pattern,27914,14143,320,2,17.503501540177155,21.248402514828083,30.55407333838378,121.39515322722694,0.8105622297221405,False,394787702,83886080
PIT_01_06341_01.tiff,PIT_01,06341,GOOD,0,Normal segmentation pattern,32899,20797,199,4,5.518453411601774,7.62446910975159,18.63376048994223,138.16315081544792,0.2908504146481167,False,684200503,52166656
PIT_01_05391_01.tiff,PIT_01,05391,GOOD,0,Normal segmentation pattern,107668,46055,128,3,0.3186161118127291,0.6766848589713054,0.7576168709185739,212.3824985250702,0.025813478812076775,False,4958649740,33554432
PIT_01_08293_01.tiff,PIT_01,08293,GOOD,0,Normal segmentation pattern,27914,11681,203,4,13.198051517791473,16.32051510565886,24.060091632353966,123.65851946901545,0.6225782434714836,False,326063434,53215232
PIT_01_07923_01.tiff,PIT_01,07923,GOOD,0,Normal segmentation pattern,29907,24057,439,8,12.314843651906243,15.995216518980104,25.561910445749938,129.8856645776755,0.6101690871803322,False,719472699,115081216
PIT_01_01031_01.tiff,PIT_01,01031,GOOD,0,Normal segmentation pattern,19938,12447,201,2,16.797777496839384,21.23194097411786,39.96074663625633,126.39732237263411,0.8099342717787881,False,248168286,52690944
PIT_01_05574_01.tiff,PIT_01,05574,GOOD,0,Normal segmentation pattern,29907,31435,457,8,9.95614542508211,12.742944940460116,24.854931524138593,127.99074738660745,0.48610477220383136,False,940126545,119799808
PIT_01_00222_01.tiff,PIT_01,00222,GOOD,0,Normal segmentation pattern,33895,32161,869,7,16.581401173259707,20.897508767326823,39.635812257622796,126.02981225149755,0.7971766955309609,False,1090097095,227803136
PIT_01_08476_01.tiff,PIT_01,08476,GOOD,0,Normal segmentation pattern,31901,19618,738,10,25.843822488991798,30.912722584767703,43.07383961152448,119.61358501798645,1.1792267831713754,False,625833818,193462272
PIT_01_04182_01.tiff,PIT_01,04182,GOOD,0,Normal segmentation pattern,35889,18780,795,9,24.846869434216632,30.920756108402042,47.336232344130764,124.44527947581622,1.1795332377777878,False,673995420,208404480
PIT_01_06615_02.tiff,PIT_01,06615,GOOD,0,Normal segmentation pattern,31901,30069,276,4,5.428759425560326,7.542680673671896,17.66665038383464,138.93930606242296,0.2877304334133871,False,959231169,72351744
PIT_01_02890_01.tiff,PIT_01,02890,GOOD,0,Normal segmentation pattern,51840,8136,482,2,25.856921650043397,29.957876591767118,52.413939873993954,115.86018241934394,1.1428022991854523,False,421770240,126353408
PIT_01_06266_01.tiff,PIT_01,06266,GOOD,0,Normal segmentation pattern,27887,21850,157,2,5.1080718942637,6.754393158594684,32.35044059390057,132.22979821759716,0.2576596511304735,False,609330950,41156608
PIT_01_03530_01.tiff,PIT_01,03530,GOOD,0,Normal segmentation pattern,81748,27945,2199,16,21.47947259343446,25.233872310834883,40.423998558671414,117.47901258314887,0.9625958370527221,False,2284447860,576454656
PIT_01_10477_01.tiff,PIT_01,10477,GOOD,0,Normal segmentation pattern,21932,28107,539,3,19.905814883135843,22.921126407844504,40.00210699218181,115.14789292682121,0.8743715823304941,False,616442724,141295616
PIT_01_02569_01.tiff,PIT_01,02569,GOOD,0,Normal segmentation pattern,31901,18554,547,2,20.542814447941556,24.22620561752812,105.76425374318063,117.9303141685907,0.9241564032565351,False,591891154,143392768
PIT_01_06483_01.tiff,PIT_01,06483,GOOD,0,Normal segmentation pattern,32899,25057,213,4,4.908849951051692,6.773416090325577,18.693417914113482,137.98376723400182,0.2583853183870536,False,824350243,55836672
PIT_01_07075_01.tiff,PIT_01,07075,GOOD,0,Normal segmentation pattern,63803,25640,436,4,5.534521017221423,6.986622702686896,19.892370597257944,126.23716995467282,0.26651850519893244,False,1635908920,114294784
PIT_01_10292_01.tiff,PIT_01,10292,GOOD,0,Normal segmentation pattern,43865,39909,2177,12,26.40389588925086,32.59938233412393,64.34652489948658,123.4642890233304,1.243567746510465,False,1750608285,570687488
PIT_01_01967_01.tiff,PIT_01,01967,GOOD,0,Normal segmentation pattern,75766,21820,1074,8,14.104090703023997,17.030017624093365,40.39335201177691,120.74523613523012,0.6496436166417451,False,1653214120,281542656
PIT_01_05619_01.tiff,PIT_01,05619,GOOD,0,Normal segmentation pattern,97699,45025,1241,16,5.52479054993206,7.395505484019038,16.787226349256983,133.86037746010086,0.28211614547802116,False,4398897475,325320704
PIT_01_08551_01.tiff,PIT_01,08551,GOOD,0,Normal segmentation pattern,27914,9960,198,2,14.08309349744036,18.6691136545897,36.6099120994978,132.56401129469785,0.7121701680980568,False,278023440,51904512
PIT_01_10123_02.tiff,PIT_01,10123,GOOD,0,Normal segmentation pattern,57822,46088,3199,23,26.283693260039424,31.468293379358858,60.645141289816706,119.7255388275356,1.2004201270812553,False,2664900336,838598656
PIT_01_05453_01.tiff,PIT_01,05453,GOOD,0,Normal segmentation pattern,25920,29161,794,6,22.822043388535594,27.537405150884343,63.20609908972791,120.66143544673768,1.050468641314863,False,755853120,208142336
PIT_03_01663_01.tiff,PIT_03,01663,GOOD,0,Normal segmentation pattern,180736,78336,9616,17,17.563740729349785,17.80444000074062,17.56907257202693,101.37043284286594,0.679185485868096,False,14158135296,2520776704
PIT_01_07804_01.tiff,PIT_01,07804,GOOD,0,Normal segmentation pattern,105674,46469,144,4,0.5873674796564239,0.7687248857341593,0.9819692226681171,130.87631037792883,0.02932452719627988,False,4910565106,37748736
PIT_01_09742_01.tiff,PIT_01,09742,GOOD,0,Normal segmentation pattern,29907,16431,483,2,22.47001958683853,25.766190081834782,43.67820771037,114.66919279824278,0.9829021485074915,False,491401917,126615552
PIT_01_02011_01.tiff,PIT_01,02011,GOOD,0,Normal segmentation pattern,57822,27799,907,6,12.39503482139272,14.791932832777208,31.1062317674344,119.33756577470567,0.5642674573050388,False,1607393778,237764608
PIT_01_06554_01.tiff,PIT_01,06554,GOOD,0,Normal segmentation pattern,21932,14817,177,2,11.038824057784872,14.278239755733058,31.29324361871652,129.3456592929721,0.5446716215413305,False,324966444,46399488
PIT_01_08858_01.tiff,PIT_01,08858,GOOD,0,Normal segmentation pattern,31901,21748,721,12,22.335958450221234,27.242788907518666,39.0866575463887,121.96830043462418,1.0392299235351052,False,693782948,189005824
PIT_01_03202_01.tiff,PIT_01,03202,GOOD,0,Normal segmentation pattern,53834,19282,1099,7,24.57296523142706,27.754211000492603,43.025996636997526,112.94612082467343,1.058739128131584,False,1038027188,288096256
PIT_01_10456_03.tiff,PIT_01,10456,GOOD,0,Normal segmentation pattern,53834,39956,4115,11,45.53352385379983,50.150019574416646,99.27071564767238,110.1386743873362,1.9130714254156742,False,2150991304,1078722560
PIT_01_03048_01.tiff,PIT_01,03048,GOOD,0,Normal segmentation pattern,27914,18976,478,4,18.880770275083638,23.65598699257089,34.06817385752747,125.29142957577828,0.9024042889622076,False,529696064,125304832
PIT_01_10345_01.tiff,PIT_01,10345,GOOD,0,Normal segmentation pattern,35889,34532,1372,12,24.26910828607778,29.020904471800264,53.52347223210534,119.5796076629993,1.107059649345408,False,1239318948,359661568
PIT_02_00013_01.tiff,PIT_02,00013,GOOD,0,Normal segmentation pattern,189239,67169,6152,13,11.608899041327568,12.687519468515198,50.51019849828522,109.29132403811725,0.48399045824108883,False,12710994391,1612709888
PIT_01_01624_01.tiff,PIT_01,01624,GOOD,0,Normal segmentation pattern,21932,23351,458,6,19.281614196337145,23.44345836336485,33.74376012103017,121.5845215273435,0.8942969651552144,False,512134132,120061952
PIT_01_02860_01.tiff,PIT_01,02860,GOOD,0,Normal segmentation pattern,21932,15638,296,3,17.8152863084556,22.624145596510246,53.46898628198351,126.99288243137714,0.8630426634410953,False,342972616,77594624
PIT_01_00098_01.tiff,PIT_01,00098,GOOD,0,Normal segmentation pattern,25920,14314,344,2,19.81755739761815,24.30537658892184,58.610441064346915,122.64567272979401,0.9271765361374601,False,371018880,90177536
PIT_01_04172_01.tiff,PIT_01,04172,GOOD,0,Normal segmentation pattern,39877,30252,903,3,16.717400071728562,19.62235381135349,33.815968931915066,117.37682730066143,0.7485333942929646,False,1206359004,236716032
PIT_01_08486_01.tiff,PIT_01,08486,GOOD,0,Normal segmentation pattern,25920,11194,186,2,13.33239708855273,16.804769750990943,26.57081332978205,126.04462377901729,0.6410510921856285,False,290148480,48758784
PIT_01_04338_01.tiff,PIT_01,04338,GOOD,0,Normal segmentation pattern,73773,26418,505,3,5.387920651934029,6.792566825290419,12.354803978353484,126.07028321495758,0.25911586095010447,False,1948935114,132382720
PIT_01_05584_01.tiff,PIT_01,05584,GOOD,0,Normal segmentation pattern,35889,27069,520,4,11.495953365826644,14.031680782803182,27.835564132701407,122.05756526913505,0.5352661431428216,False,971479341,136314880
PIT_01_09070_01.tiff,PIT_01,09070,GOOD,0,Normal segmentation pattern,33895,31506,1090,9,22.71850953033464,26.75700581181197,41.73217553505474,117.77623781210195,1.0206987690663134,False,1067895870,285736960
PIT_01_08263_01.tiff,PIT_01,08263,GOOD,0,Normal segmentation pattern,33895,22731,862,13,23.087213396073704,29.328713123943377,48.907421495900195,127.03444378840076,1.1188016175820685,False,770467245,225968128
PIT_01_04797_01.tiff,PIT_01,04797,GOOD,0,Normal segmentation pattern,23926,19652,196,2,9.065051868234947,10.92745783657287,25.519082184656504,120.54490140165683,0.41684943529407,False,470193752,51380224
PIT_01_08029_01.tiff,PIT_01,08029,GOOD,0,Normal segmentation pattern,23926,17686,271,2,14.340249827370682,16.78840717452448,24.16606443692924,117.07192954533537,0.6404269094285767,False,423155236,71041024
PIT_01_04644_01.tiff,PIT_01,04644,GOOD,0,Normal segmentation pattern,25920,15376,285,4,14.772678265029032,18.745905114271398,28.1253015963631,126.89577866626989,0.7150995298107681,False,398545920,74711040
PIT_01_07800_01.tiff,PIT_01,07800,GOOD,0,Normal segmentation pattern,95705,44871,56,2,0.26577503647963374,0.34184369409374366,0.4610049263571588,128.62144564880498,0.013040302051305528,False,4294379055,14680064
PIT_01_06399_02.tiff,PIT_01,06399,GOOD,0,Normal segmentation pattern,34892,25373,192,2,4.5403664113497015,5.685170153660927,14.253955313219938,125.21390651312905,0.216872030397832,False,885314716,50331648
PIT_01_09746_01.tiff,PIT_01,09746,GOOD,0,Normal segmentation pattern,25920,11275,203,2,15.848851318058635,18.208929402425337,22.190451260573212,114.89116174417993,0.694615532013906,False,292248000,53215232
PIT_01_05972_02.tiff,PIT_01,05972,GOOD,0,Normal segmentation pattern,34892,28328,185,2,3.64827952549624,4.906478191324095,21.05756021817174,134.4874524288737,0.1871672894029272,False,988420576,48496640
PIT_01_05457_01.tiff,PIT_01,05457,GOOD,0,Normal segmentation pattern,29907,28318,479,5,11.684882232786364,14.826546610711395,34.79626496540481,126.88657288397738,0.5655878681454236,False,846906426,125566976
PIT_01_00301_01.tiff,PIT_01,00301,GOOD,0,Normal segmentation pattern,37883,36325,1893,4,32.18137577540469,36.06123108896939,80.46027760446692,112.05621332239613,1.3756267963016275,False,1376099975,496238592
PIT_01_10296_01.tiff,PIT_01,10296,GOOD,0,Normal segmentation pattern,67791,40147,4446,34,34.944022027629245,42.82370532749375,79.08573793524431,122.5494457782629,1.6335947161672115,False,2721605277,1165492224
PIT_01_02727_01.tiff,PIT_01,02727,GOOD,0,Normal segmentation pattern,25920,19559,551,3,23.506991291464445,28.49114328978671,54.5922455104183,121.2028495545155,1.0868508640207943,False,506969280,144441344
PIT_01_05889_01.tiff,PIT_01,05889,GOOD,0,Normal segmentation pattern,30905,31962,288,3,6.050031949746666,7.643103041357325,17.02765613279181,126.33161452440535,0.29156124272755907,False,987785610,75497472
PIT_01_07071_01.tiff,PIT_01,07071,GOOD,0,Normal segmentation pattern,67791,19476,438,4,7.197247919384861,8.696454443681615,36.0654119415915,120.83027486463035,0.3317434098694464,False,1320297516,114819072
PIT_01_03534_01.tiff,PIT_01,03534,GOOD,0,Normal segmentation pattern,43865,26622,733,8,13.417300305950459,16.45451492015112,27.946105121039555,122.63655537957723,0.6276899307308623,False,1167774030,192151552
PIT_01_06262_01.tiff,PIT_01,06262,GOOD,0,Normal segmentation pattern,31902,24496,247,2,6.353255091390472,8.285596717019681,35.87167027094448,130.4149856700669,0.3160704314048645,False,781471392,64749568
PIT_01_10473_01.tiff,PIT_01,10473,GOOD,0,Normal segmentation pattern,51840,46277,2992,25,27.306305059615514,32.694245628244516,56.36752206653066,119.73148896149068,1.247186493997365,False,2398999680,784334848
PIT_01_06028_01.tiff,PIT_01,06028,GOOD,0,Normal segmentation pattern,31902,28352,204,4,4.2655604019497915,5.9124635788524476,17.17299296816591,138.60930385957857,0.22554258647355835,False,904485504,53477376
PIT_01_10360_03.tiff,PIT_01,10360,GOOD,0,Normal segmentation pattern,37883,30590,1296,11,24.348677325414204,29.317105003631344,46.409190641576984,120.40532884729345,1.1183588029339349,False,1158840970,339738624
PIT_01_07694_01.tiff,PIT_01,07694,GOOD,0,Normal segmentation pattern,25920,12916,221,4,13.078457723266004,17.304902714214162,24.880926649977635,132.31608099653448,0.6601296506581941,False,334782720,57933824
PIT_01_04793_01.tiff,PIT_01,04793,GOOD,0,Normal segmentation pattern,25920,19477,299,6,11.68609039579447,15.525802196576272,23.91117360172207,132.85711192310833,0.5922623518591412,False,504843840,78381056
PIT_01_08267_01.tiff,PIT_01,08267,GOOD,0,Normal segmentation pattern,29907,31434,853,12,18.660153372445098,23.78572829232903,35.24266661615271,127.46802139071758,0.9073535267764674,False,940096638,223608832
PIT_01_06004_02.tiff,PIT_01,06004,GOOD,0,Normal segmentation pattern,52837,45974,108,4,0.7354145911501276,1.1655025682509892,1.972527396884182,158.48238290026845,0.04446039460185964,False,2429128238,28311552
PIT_01_05365_01.tiff,PIT_01,05365,GOOD,0,Normal segmentation pattern,23926,21869,134,3,4.449854295092127,6.713449050557125,17.10931590490497,150.8689634616033,0.2560977573607302,False,523237694,35127296
PIT_01_09691_01.tiff,PIT_01,09691,GOOD,0,Normal segmentation pattern,27914,12503,262,6,16.024801894503835,19.679085287783423,27.454470753629433,122.80392242810146,0.7506975283730859,False,349008742,68681728
PIT_01_00433_01.tiff,PIT_01,00433,GOOD,0,Normal segmentation pattern,37883,34691,2546,3,46.46585269104948,50.785196632979414,75.37523835247822,109.29573803508819,1.9373015073005453,False,1314199153,667418624
PIT_01_08482_01.tiff,PIT_01,08482,GOOD,0,Normal segmentation pattern,23926,13334,151,2,10.020072013201146,12.407558172622172,17.780966464508005,123.82703593622466,0.4733107823418492,False,319029284,39583744
PIT_01_04176_01.tiff,PIT_01,04176,GOOD,0,Normal segmentation pattern,53834,21666,1728,2,36.95124972984071,38.83723215443246,55.08452531876395,105.10397466494533,1.4815228330395682,False,1166367444,452984832
PIT_01_02864_01.tiff,PIT_01,02864,GOOD,0,Normal segmentation pattern,25920,9961,277,1,23.366448206647902,28.12430206199239,72.75494722628126,120.36190444207453,1.0728569817349392,False,258189120,72613888
PIT_01_03206_01.tiff,PIT_01,03206,GOOD,0,Normal segmentation pattern,27914,17664,433,4,20.420878396852704,23.020602616940437,31.432601803364996,112.73071691415785,0.878166298558824,False,493072896,113508352
PIT_01_06550_01.tiff,PIT_01,06550,GOOD,0,Normal segmentation pattern,58221,43853,102,2,0.6931660485733656,1.0472759350639091,2.4059915695720115,151.08586711933626,0.03995040645843159,False,2553165513,26738688
PIT_01_10341_01.tiff,PIT_01,10341,GOOD,0,Normal segmentation pattern,9969,9210,99,1,23.887360807645937,28.26596978320089,44.569019552360416,118.33023334312189,1.0782611764221528,False,91814490,25952256
PIT_01_10452_03.tiff,PIT_01,10452,GOOD,0,Normal segmentation pattern,51840,43405,3528,21,35.89121810296646,41.102074773771584,69.12338568265305,114.51847261315,1.5679197225102073,False,2250115200,924844032
PIT_01_07509_01.tiff,PIT_01,07509,GOOD,0,Normal segmentation pattern,57822,25500,448,4,6.035842894454312,7.964979202569617,31.703938591797275,131.96134064204654,0.3038398438480231,False,1474461000,117440512
PIT_01_07743_01.tiff,PIT_01,07743,GOOD,0,Normal segmentation pattern,27914,13241,276,4,16.508549106373344,19.575197131011382,27.75598428301342,118.57612080188271,0.7467345096973946,False,369609274,72351744
PIT_01_04907_01.tiff,PIT_01,04907,GOOD,0,Normal segmentation pattern,25920,31456,332,4,8.546656121857064,10.674302651243988,28.797156060827273,124.89449088685947,0.40719233136154126,False,815339520,87031808
PIT_01_09153_01.tiff,PIT_01,09153,GOOD,0,Normal segmentation pattern,31901,17079,718,9,28.317197677877264,34.545989013719634,53.54995588507736,121.99649628716121,1.317824898289476,False,544837179,188219392
PIT_01_01707_01.tiff,PIT_01,01707,GOOD,0,Normal segmentation pattern,63803,10387,396,2,13.617721464860727,15.664043360121383,39.60338869874532,115.02690373379278,0.5975358337448647,False,662721761,103809024
PIT_01_05982_02.tiff,PIT_01,05982,GOOD,0,Normal segmentation pattern,29907,27951,175,4,3.9560602520240207,5.487919973237681,13.470704361391112,138.7218501141362,0.20934753315878604,False,835930557,45875200
PIT_01_02943_01.tiff,PIT_01,02943,GOOD,0,Normal segmentation pattern,27914,22589,533,3,18.366628834787498,22.158892541298425,79.43915764524479,120.64757632237959,0.8452946678656931,False,630549346,139722752
PIT_01_04051_01.tiff,PIT_01,04051,GOOD,0,Normal segmentation pattern,27914,8233,183,2,18.043316329785657,20.87424719437025,29.53129165153463,115.68963716449028,0.7962893369434452,False,229815962,47972352
PIT_01_05242_01.tiff,PIT_01,05242,GOOD,0,Normal segmentation pattern,27914,24640,272,5,7.586777285102945,10.366831706661182,24.17379353468771,136.64341679064478,0.39546324564594965,False,687800960,71303168
PIT_01_05008_01.tiff,PIT_01,05008,GOOD,0,Normal segmentation pattern,25920,30058,278,4,6.4927709976760974,9.353833617146767,22.431148031501237,144.06535546217023,0.35682043522440976,False,779103360,72876032
PIT_01_07664_01.tiff,PIT_01,07664,GOOD,0,Normal segmentation pattern,63744,22365,246,2,3.6360070774378537,4.523418960887144,17.159234832242003,124.4062199151332,0.17255473941372465,False,1425634560,64487424
PIT_01_04820_01.tiff,PIT_01,04820,GOOD,0,Normal segmentation pattern,99693,46250,62,2,0.21404013022682336,0.3524968247113232,0.6751694187642548,164.68725950492276,0.013446686733677795,False,4610801250,16252928
PIT_01_02132_01.tiff,PIT_01,02132,GOOD,0,Normal segmentation pattern,21932,22447,374,4,15.880506286065815,19.91475557220928,43.99396601641765,125.40378255876688,0.7596876362689697,False,492307604,98041856
PIT_01_10483_01.tiff,PIT_01,10483,GOOD,0,Normal segmentation pattern,53834,42089,2330,16,21.47417004484364,26.956939591261108,57.43941516012187,125.53192759006761,1.0283256374840204,False,2265819226,610795520
PIT_01_06292_01.tiff,PIT_01,06292,GOOD,0,Normal segmentation pattern,30905,27454,63,2,1.3729231677875269,1.946462737505281,3.0587665241030852,141.77506674623436,0.07425166082402349,False,848465870,16515072
PIT_02_00130_01.tiff,PIT_02,00130,GOOD,0,Normal segmentation pattern,175451,87649,16499,12,28.705727688192013,28.12514247143376,44.048205592204624,97.97745863451122,1.0728890408109193,False,15378104699,4325113856
PIT_01_10266_01.tiff,PIT_01,10266,GOOD,0,Normal segmentation pattern,53834,40691,3234,21,32.09246944036385,38.70124393902848,68.51506024561415,120.59291358349799,1.4763352943049803,False,2190559294,847773696
PIT_01_05716_02.tiff,PIT_01,05716,GOOD,0,Normal segmentation pattern,28911,20995,148,2,4.901340177374142,6.391792159378452,19.062425685634548,130.40907033722374,0.24382752072824296,False,606986445,38797312
PIT_01_01993_01.tiff,PIT_01,01993,GOOD,0,Normal segmentation pattern,29907,20778,382,5,12.747179329042243,16.11486576397871,28.87552384574296,126.41907160797348,0.614733343657635,False,621407646,100139008
PIT_01_05879_01.tiff,PIT_01,05879,GOOD,0,Normal segmentation pattern,29907,22906,223,2,6.583879495862945,8.533411286212848,43.42127830478039,129.61068457548342,0.32552380699969663,False,685049742,58458112
PIT_01_00226_01.tiff,PIT_01,00226,GOOD,0,Normal segmentation pattern,33895,13540,457,2,22.891323626727168,26.103684961573265,56.83337389797277,114.03309562709363,0.9957765564564997,False,458938300,119799808
PIT_01_08638_01.tiff,PIT_01,08638,GOOD,0,Normal segmentation pattern,31901,18470,297,7,10.179329333150966,13.213722400889447,18.974470575055165,129.8093613874579,0.5040635071140078,False,589211470,77856768
PIT_01_10000_02.tiff,PIT_01,10000,GOOD,0,Normal segmentation pattern,61809,41646,4731,21,43.84774185956726,48.180117850029596,75.58436597035748,109.88049967165423,1.8379256381999818,False,2574097614,1240203264
PIT_01_05570_01.tiff,PIT_01,05570,GOOD,0,Normal segmentation pattern,27914,27758,279,6,6.968720208404347,9.439171560682121,23.195805776971785,135.4505745444965,0.36007581942299355,False,774836812,73138176
PIT_01_09084_01.tiff,PIT_01,09084,GOOD,0,Normal segmentation pattern,25920,7916,144,2,15.044423575240645,18.397619448655327,21.183725900504683,122.2886297812912,0.7018134860479479,False,205182720,37748736
PIT_01_05855_02.tiff,PIT_01,05855,GOOD,0,Normal segmentation pattern,32898,23664,280,2,7.516441218253597,9.42844995807518,36.639735662765865,125.43768632392536,0.35966682274151535,False,778498272,73400320
PIT_01_06611_02.tiff,PIT_01,06611,GOOD,0,Normal segmentation pattern,28911,21732,217,2,6.58589533675717,9.053924022799446,32.39842970801503,137.47445958133778,0.3453797921294955,False,628293852,56885248
PIT_01_04186_01.tiff,PIT_01,04186,GOOD,0,Normal segmentation pattern,27914,15538,246,6,12.067785880013778,14.86818094444558,21.6667390776848,123.205541532434,0.5671760919359429,False,433727732,64487424
PIT_01_04529_01.tiff,PIT_01,04529,GOOD,0,Normal segmentation pattern,29907,19460,453,9,15.254047138455352,20.40433462954068,30.37087994365266,133.76341664830372,0.7783635951820633,False,581990220,118751232
PIT_01_09661_01.tiff,PIT_01,09661,GOOD,0,Normal segmentation pattern,103681,47048,181,4,0.7837135268419537,0.9726982916470959,1.1572214794171325,124.11401083845955,0.03710549513424285,False,4877983688,47448064
PIT_01_05395_01.tiff,PIT_01,05395,GOOD,0,Normal segmentation pattern,23926,14728,88,2,4.656592572708455,6.5464931865102995,20.034448512099342,140.5854835760863,0.24972889658013528,False,352382128,23068672
PIT_01_08297_01.tiff,PIT_01,08297,GOOD,0,Normal segmentation pattern,27914,9303,138,2,10.836046419843704,13.930731227116077,31.165164228753124,128.55916897518247,0.531415223202365,False,259683942,36175872
PIT_01_07927_01.tiff,PIT_01,07927,GOOD,0,Normal segmentation pattern,27914,15210,300,2,15.687973515159765,18.52293865675626,34.00640513360351,118.07094548481349,0.7065940344526772,False,424571940,78643200
PIT_01_03659_01.tiff,PIT_01,03659,GOOD,0,Normal segmentation pattern,41871,17282,269,4,7.4455620936858296,9.745067865696058,15.559922032642397,130.8842467912572,0.37174483740600806,False,723614622,70516736
PIT_01_10554_01.tiff,PIT_01,10554,GOOD,0,Normal segmentation pattern,45858,43840,2955,13,32.99664596069014,38.5311305321123,117.34585946525502,116.77287012145281,1.4698459828228874,False,2010414720,774635520
PIT_01_10144_04.tiff,PIT_01,10144,GOOD,0,Normal segmentation pattern,65797,45071,4889,23,37.68030335212991,43.21720465760688,81.80683339517336,114.69441807231094,1.6486055243532896,False,2965536587,1281622016
PIT_01_03413_01.tiff,PIT_01,03413,GOOD,0,Normal segmentation pattern,23926,27113,850,2,29.93777633854941,34.3487688324978,70.55295625471348,114.73386815395695,1.3103015454291458,False,648705638,222822400
